IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID,SORTORDER
145,,,null,Laboratory,Site_Type_PID,null
146,,,null,Repository,Site_Type_PID,null
147,,,null,Not Specified,Site_Type_PID,null
148,,,null,Collection Site,Site_Type_PID,null
