IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID,SORTORDER
140,,,null,Fair- Definable Tissue Architecture,Hist_Quality,null
141,,,null,Not Specified,Hist_Quality,null
142,,,null,Good- Definable Cellular Detail,Hist_Quality,null
143,,,null,Excellent- Definable Nuclear Detail,Hist_Quality,null
144,,,null,Poor- No Definable Features,Hist_Quality,null
