IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID,SORTORDER
getNextPvId(),,,null,Male,2003989,null
getNextPvId(),,,null,Undifferentiated,2003989,null
getNextPvId(),,,null,Female,2003989,null
getNextPvId(),,,null,Unknown,2003989,null
