IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID,SORTORDER
"4141660082537375034",,,null,Yes,consent_response,1
"4141660082537375035",,,null,No,consent_response,2
"4141660082537375037",,,null,Not Specified,consent_response,3
