IDENTIFIER,CONCEPT_CODE,DEFINITION,PARENT_IDENTIFIER,value,PUBLIC_ID,SORTORDER
111,,,null,ACD Vacutainer,2003997,null
112,,,null,Heparin Vacutainer,2003997,null
113,,,null,EDTA Vacutainer,2003997,null
114,,,null,Serum Separator Vacutainer,2003997,null
115,,,null,Sterile Specimen Container,2003997,null
116,,,null,No Additive Vacutainer,2003997,null
117,,,null,Citrate Vacutainer,2003997,null
118,,,null,Not Specified,2003997,null
5014,,,null,CPT,2003997,null
5015,,,null,Paxgene,2003997,null
