"3","0",\N,"1","1"
"15","0",\N,"1","1"
"16","0",\N,"0","1"
"17","0",\N,"0","1"
"18","0",\N,"0","1"
"19","0",\N,"0","1"
"20","0",\N,"0","1"
"21","0",\N,"0","1"
"22","0",\N,"0","1"
"23","0",\N,"0","1"
"24","0",\N,"0","1"
"25","0",\N,"0","1"
"26","0",\N,"0","1"
"27","0",\N,"0","1"
"28","0",\N,"0","1"
"45","0",\N,"0","1"
"46","0",\N,"0","1"
"47","0",\N,"0","1"
"48","0",\N,"0","1"
"49","0",\N,"0","1"
"50","0",\N,"0","1"
"51","0",\N,"0","1"
"52","0",\N,"1","1"
"57","0",\N,"1","1"
"58","0",\N,"0","1"
"59","0",\N,"0","1"
"60","0",\N,"0","1"
"61","0",\N,"0","1"
"62","0",\N,"0","1"
"63","0",\N,"0","1"
"64","0",\N,"0","1"
"65","0",\N,"0","1"
"76","0",\N,"1","1"
"77","0",\N,"0","1"
"78","0",\N,"0","1"
"79","0",\N,"0","1"
"80","0",\N,"0","1"
"81","0",\N,"0","1"
"82","0",\N,"0","1"
"83","0",\N,"0","1"
"84","0",\N,"0","1"
"92","0",\N,"0","1"
"93","0",\N,"0","1"
"94","0",\N,"1","1"
"95","0",\N,"0","1"
"96","0",\N,"0","1"
"99","0",\N,"0","1"
"100","0",\N,"0","1"
"101","0",\N,"1","1"
"102","0",\N,"0","1"
"103","0",\N,"0","1"
"104","0",\N,"0","1"
"105","0",\N,"0","1"
"106","0",\N,"0","1"
"107","0",\N,"0","1"
"113","0",\N,"0","1"
"114","0",\N,"0","1"
"115","0",\N,"1","1"
"117","0",\N,"0","1"
"118","0",\N,"0","1"
"119","0",\N,"0","1"
"120","0",\N,"0","1"
"121","0",\N,"0","1"
"122","0",\N,"0","1"
"123","0",\N,"0","1"
"124","0",\N,"1","1"
"126","0",\N,"0","1"
"127","0",\N,"1","1"
"129","0",\N,"0","1"
"130","0",\N,"1","1"
"132","0",\N,"0","1"
"133","0",\N,"1","1"
"136","0",\N,"0","1"
"137","0",\N,"0","1"
"138","0",\N,"0","1"
"139","0",\N,"0","1"
"140","0",\N,"0","1"
"141","0",\N,"1","1"
"143","0",\N,"0","1"
"144","0",\N,"0","1"
"145","0",\N,"1","1"
"150","0",\N,"0","1"
"151","0",\N,"0","1"
"152","0",\N,"0","1"
"153","0",\N,"0","1"
"154","0",\N,"0","1"
"155","0",\N,"0","1"
"156","0",\N,"1","1"
"159","0",\N,"0","1"
"160","0",\N,"0","1"
"161","0",\N,"0","1"
"162","0",\N,"0","1"
"163","0",\N,"0","1"
"164","0",\N,"0","1"
"165","0",\N,"1","1"
"168","0",\N,"0","1"
"169","0",\N,"0","1"
"170","0",\N,"0","1"
"171","0",\N,"0","1"
"172","0",\N,"0","1"
"173","0",\N,"0","1"
"174","0",\N,"0","1"
"175","0",\N,"0","1"
"176","0",\N,"1","1"
"179","0",\N,"1","1"
"180","0",\N,"0","1"
"181","0",\N,"0","1"
"182","0",\N,"0","1"
"183","0",\N,"0","1"
"184","0",\N,"0","1"
"185","0",\N,"0","1"
"186","0",\N,"0","1"
"187","0",\N,"0","1"
"188","0",\N,"0","1"
"194","0",\N,"0","1"
"195","0",\N,"0","1"
"196","0",\N,"0","1"
"197","0",\N,"0","1"
"198","0",\N,"0","1"
"199","0",\N,"0","1"
"200","0",\N,"1","1"
"201","0",\N,"0","1"
"202","0",\N,"0","1"
"204","0",\N,"0","1"
"205","0",\N,"1","1"
"207","0",\N,"1","1"
"209","0",\N,"0","1"
"210","0",\N,"1","1"
"212","0",\N,"0","1"
"213","0",\N,"1","1"
"215","0",\N,"0","1"
"216","0",\N,"1","1"
"218","0",\N,"0","1"
