"1","ProjectVersion","1.1","1"
"416","derived","derived","432"
"417","derived","derived","434"
"418","derived","derived","436"
"419","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","438"
"420","derived","derived","438"
"421","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","439"
"422","derived","derived","439"
"423","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","440"
"424","derived","derived","440"
"425","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","441"
"426","derived","derived","441"
"427","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","442"
"428","derived","derived","442"
"429","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","443"
"430","derived","derived","443"
"431","derived","derived","444"
"432","derived","derived","446"
"433","derived","derived","447"
"434","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","449"
"435","derived","derived","449"
"436","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","450"
"437","derived","derived","450"
"438","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","451"
"439","derived","derived","451"
"440","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","452"
"441","derived","derived","452"
"442","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","453"
"443","derived","derived","453"
"444","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","454"
"445","derived","derived","454"
"446","derived","derived","455"
"447","derived","derived","456"
"448","derived","derived","457"
"449","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","459"
"450","derived","derived","459"
"451","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","460"
"452","derived","derived","460"
"453","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","461"
"454","derived","derived","461"
"455","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","462"
"456","derived","derived","462"
"457","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","463"
"458","derived","derived","463"
"459","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","464"
"460","derived","derived","464"
"461","derived","derived","465"
"462","derived","derived","468"
"463","derived","derived","469"
"464","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","471"
"465","derived","derived","471"
"466","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","472"
"467","derived","derived","472"
"468","derived","derived","473"
"469","derived","derived","477"
"470","derived","derived","479"
"471","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","482"
"472","derived","derived","482"
"473","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","483"
"474","derived","derived","483"
"475","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","484"
"476","derived","derived","484"
"477","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","485"
"478","derived","derived","485"
"479","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","487"
"480","derived","derived","487"
"481","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","488"
"482","derived","derived","488"
"483","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","489"
"484","derived","derived","489"
"485","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","490"
"486","derived","derived","490"
"487","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","491"
"488","derived","derived","491"
"489","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","492"
"490","derived","derived","492"
"491","derived","derived","493"
"492","derived","derived","495"
"493","derived","derived","496"
"494","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","498"
"495","derived","derived","498"
"496","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","499"
"497","derived","derived","499"
"498","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","500"
"499","derived","derived","500"
"500","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","501"
"501","derived","derived","501"
"502","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","502"
"503","derived","derived","502"
"504","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","503"
"505","derived","derived","503"
"506","derived","derived","504"
"507","derived","derived","505"
"508","derived","derived","507"
"509","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","509"
"510","derived","derived","509"
"511","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","510"
"512","derived","derived","510"
"513","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","511"
"514","derived","derived","511"
"515","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","512"
"516","derived","derived","512"
"517","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","513"
"518","derived","derived","513"
"519","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","514"
"520","derived","derived","514"
"521","derived","derived","515"
"522","derived","derived","516"
"523","derived","derived","517"
"524","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","519"
"525","derived","derived","519"
"526","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","520"
"527","derived","derived","520"
"528","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","521"
"529","derived","derived","521"
"530","derived","derived","522"
"531","derived","derived","525"
"532","derived","derived","531"
"533","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","532"
"534","derived","derived","532"
"535","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","533"
"536","derived","derived","533"
"537","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","534"
"538","derived","derived","534"
"539","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","536"
"540","derived","derived","536"
"541","derived","derived","538"
"542","derived","derived","541"
"543","derived","derived","544"
"544","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","545"
"545","derived","derived","545"
"546","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","546"
"547","derived","derived","546"
"548","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","547"
"549","derived","derived","547"
"550","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","548"
"551","derived","derived","548"
"552","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","549"
"553","derived","derived","549"
"554","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","551"
"555","derived","derived","551"
"556","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","552"
"557","derived","derived","552"
"558","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","553"
"559","derived","derived","553"
"560","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","554"
"561","derived","derived","554"
"562","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","555"
"563","derived","derived","555"
"564","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","556"
"565","derived","derived","556"
"566","derived","derived","557"
"567","derived","derived","558"
"568","derived","derived","561"
"569","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","563"
"570","derived","derived","563"
"571","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","564"
"572","derived","derived","564"
"573","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","565"
"574","derived","derived","565"
"575","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","566"
"576","derived","derived","566"
"577","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","567"
"578","derived","derived","567"
"579","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","568"
"580","derived","derived","568"
"581","derived","derived","569"
"582","derived","derived","570"
"583","derived","derived","572"
"584","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","574"
"585","derived","derived","574"
"586","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","575"
"587","derived","derived","575"
"588","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","576"
"589","derived","derived","576"
"590","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","577"
"591","derived","derived","577"
"592","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","578"
"593","derived","derived","578"
"594","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","579"
"595","derived","derived","579"
"596","derived","derived","580"
"597","derived","derived","581"
"598","derived","derived","583"
"599","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","585"
"600","derived","derived","585"
"601","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","586"
"602","derived","derived","586"
"603","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","587"
"604","derived","derived","587"
"605","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","588"
"606","derived","derived","588"
"607","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","589"
"608","derived","derived","589"
"609","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","590"
"610","derived","derived","590"
"611","derived","derived","591"
"612","derived","derived","592"
"613","derived","derived","594"
"614","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","596"
"615","derived","derived","596"
"616","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","597"
"617","derived","derived","597"
"618","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","598"
"619","derived","derived","598"
"620","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","599"
"621","derived","derived","599"
"622","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","600"
"623","derived","derived","600"
"624","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","601"
"625","derived","derived","601"
"626","derived","derived","602"
"627","derived","derived","605"
"628","derived","derived","606"
"629","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","608"
"630","derived","derived","608"
"631","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","609"
"632","derived","derived","609"
"633","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","610"
"634","derived","derived","610"
"635","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","611"
"636","derived","derived","611"
"637","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","612"
"638","derived","derived","612"
"639","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","613"
"640","derived","derived","613"
"641","derived","derived","614"
"642","derived","derived","616"
"643","derived","derived","617"
"644","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","619"
"645","derived","derived","619"
"646","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","620"
"647","derived","derived","620"
"648","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","621"
"649","derived","derived","621"
"650","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","622"
"651","derived","derived","622"
"652","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","623"
"653","derived","derived","623"
"654","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","624"
"655","derived","derived","624"
"656","derived","derived","625"
"657","derived","derived","626"
"658","derived","derived","627"
"659","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","629"
"660","derived","derived","629"
"661","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","630"
"662","derived","derived","630"
"663","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","631"
"664","derived","derived","631"
"665","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","632"
"666","derived","derived","632"
"667","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","633"
"668","derived","derived","633"
"669","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_null_user_edu.wustl.catissuecore.domain.User","634"
"670","derived","derived","634"
"671","derived","derived","635"
"672","derived","derived","636"
"673","derived","derived","639"
"676","derived","derived","655"
"677","derived","derived","656"
"679","derived","derived","664"
"680","derived","derived","665"
"684","derived","derived","672"
"685","derived","derived","673"
"686","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_xmlContent_edu.wustl.catissuecore.domain.pathology.XMLContent","675"
"687","derived","derived","675"
"688","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_pathologyReportReviewParameterCollection_edu.wustl.catissuecore.domain.pathology.PathologyReportReviewParameter","676"
"689","derived","derived","676"
"690","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_binaryContent_edu.wustl.catissuecore.domain.pathology.BinaryContent","677"
"691","derived","derived","677"
"692","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_textContent_edu.wustl.catissuecore.domain.pathology.TextContent","678"
"693","derived","derived","678"
"694","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_reportSource_edu.wustl.catissuecore.domain.Site","680"
"695","derived","derived","680"
"696","derived","derived","681"
"697","derived","derived","682"
"698","derived","derived","683"
"699","derived","derived","684"
"700","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_xmlContent_edu.wustl.catissuecore.domain.pathology.XMLContent","687"
"701","derived","derived","687"
"702","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_pathologyReportReviewParameterCollection_edu.wustl.catissuecore.domain.pathology.PathologyReportReviewParameter","688"
"703","derived","derived","688"
"704","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_binaryContent_edu.wustl.catissuecore.domain.pathology.BinaryContent","689"
"705","derived","derived","689"
"706","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_surgicalPathologyReport_textContent_edu.wustl.catissuecore.domain.pathology.TextContent","691"
"707","derived","derived","691"
"708","actualAssociationPointer","edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_edu.wustl.catissuecore.domain.pathology.SurgicalPathologyReport_reportSource_edu.wustl.catissuecore.domain.Site","692"
"709","derived","derived","692"
"710","derived","derived","693"
"711","derived","derived","694"
"712","derived","derived","696"
"713","derived","derived","697"
"719","actualAssociationPointer","edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup_abstractSpecimenCollectionGroupCollection_specimenCollectionSite_edu.wustl.catissuecore.domain.Site","723"
"720","derived","derived","723"
"721","derived","derived","725"
"722","derived","derived","726"
"723","derived","derived","727"
"724","derived","derived","728"
"725","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","730"
"726","derived","derived","730"
"727","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","731"
"728","derived","derived","731"
"729","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","732"
"730","derived","derived","732"
"731","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","733"
"732","derived","derived","733"
"735","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_quantity_edu.wustl.catissuecore.domain.Quantity","744"
"736","derived","derived","744"
"737","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_quantity_edu.wustl.catissuecore.domain.Quantity","745"
"738","derived","derived","745"
"739","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_quantity_edu.wustl.catissuecore.domain.Quantity","746"
"740","derived","derived","746"
"741","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_quantity_edu.wustl.catissuecore.domain.Quantity","747"
"742","derived","derived","747"
"743","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","749"
"744","derived","derived","749"
"745","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","750"
"746","derived","derived","750"
"747","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","751"
"748","derived","derived","751"
"749","actualAssociationPointer","edu.wustl.catissuecore.domain.DistributedItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","752"
"750","derived","derived","752"
"753","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","771"
"754","derived","derived","771"
"755","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","772"
"756","derived","derived","772"
"757","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","773"
"758","derived","derived","773"
"759","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","774"
"760","derived","derived","774"
"761","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","775"
"762","derived","derived","775"
"763","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","776"
"764","derived","derived","776"
"765","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","777"
"766","derived","derived","777"
"767","derived","derived","778"
"768","derived","derived","779"
"769","derived","derived","780"
"770","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","782"
"771","derived","derived","782"
"772","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","783"
"773","derived","derived","783"
"774","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","784"
"775","derived","derived","784"
"776","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","785"
"777","derived","derived","785"
"778","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","786"
"779","derived","derived","786"
"780","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","787"
"781","derived","derived","787"
"782","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","788"
"783","derived","derived","788"
"784","derived","derived","789"
"785","derived","derived","792"
"786","derived","derived","793"
"787","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","795"
"788","derived","derived","795"
"789","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","796"
"790","derived","derived","796"
"791","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","797"
"792","derived","derived","797"
"793","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","798"
"794","derived","derived","798"
"795","derived","derived","799"
"796","derived","derived","800"
"797","derived","derived","802"
"798","derived","derived","803"
"799","derived","derived","804"
"800","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","806"
"801","derived","derived","806"
"802","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","807"
"803","derived","derived","807"
"804","actualAssociationPointer","edu.wustl.catissuecore.domain.PathologicalCaseOrderItem_null_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","809"
"805","derived","derived","809"
"806","actualAssociationPointer","edu.wustl.catissuecore.domain.PathologicalCaseOrderItem_null_specimenCollectionGroup_edu.wustl.catissuecore.domain.AbstractSpecimenCollectionGroup","810"
"807","derived","derived","810"
