"1","ProjectVersion","1.1","1"
"808","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","811"
"809","derived","derived","811"
"810","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","813"
"811","derived","derived","813"
"812","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","814"
"813","derived","derived","814"
"814","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","815"
"815","derived","derived","815"
"816","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","816"
"817","derived","derived","816"
"818","derived","derived","817"
"819","derived","derived","818"
"820","derived","derived","819"
"821","derived","derived","820"
"822","derived","derived","821"
"823","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","822"
"824","derived","derived","822"
"825","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","823"
"826","derived","derived","823"
"827","actualAssociationPointer","edu.wustl.catissuecore.domain.DerivedSpecimenOrderItem_null_parentSpecimen_edu.wustl.catissuecore.domain.Specimen","825"
"828","derived","derived","825"
"829","actualAssociationPointer","edu.wustl.catissuecore.domain.DerivedSpecimenOrderItem_null_parentSpecimen_edu.wustl.catissuecore.domain.Specimen","826"
"830","derived","derived","826"
"831","actualAssociationPointer","edu.wustl.catissuecore.domain.DerivedSpecimenOrderItem_null_parentSpecimen_edu.wustl.catissuecore.domain.Specimen","827"
"832","derived","derived","827"
"833","actualAssociationPointer","edu.wustl.catissuecore.domain.DerivedSpecimenOrderItem_null_parentSpecimen_edu.wustl.catissuecore.domain.Specimen","828"
"834","derived","derived","828"
"835","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","829"
"836","derived","derived","829"
"840","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","858"
"841","derived","derived","858"
"842","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","859"
"843","derived","derived","859"
"844","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","860"
"845","derived","derived","860"
"846","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","861"
"847","derived","derived","861"
"848","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","862"
"849","derived","derived","862"
"850","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","863"
"851","derived","derived","863"
"852","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","864"
"853","derived","derived","864"
"854","derived","derived","865"
"855","derived","derived","866"
"856","derived","derived","867"
"857","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","869"
"858","derived","derived","869"
"859","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","870"
"860","derived","derived","870"
"861","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","871"
"862","derived","derived","871"
"863","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","872"
"864","derived","derived","872"
"865","derived","derived","873"
"866","derived","derived","874"
"867","derived","derived","875"
"868","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","877"
"869","derived","derived","877"
"870","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","879"
"871","derived","derived","879"
"872","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","880"
"873","derived","derived","880"
"874","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","881"
"875","derived","derived","881"
"876","actualAssociationPointer","edu.wustl.catissuecore.domain.NewSpecimenArrayOrderItem_newSpecimenArrayOrderItem_specimenOrderItemCollection_edu.wustl.catissuecore.domain.SpecimenOrderItem","882"
"877","derived","derived","882"
"878","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","883"
"879","derived","derived","883"
"880","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","885"
"881","derived","derived","885"
"882","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","887"
"883","derived","derived","887"
"884","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","888"
"885","derived","derived","888"
"886","derived","derived","889"
"887","derived","derived","890"
"888","derived","derived","891"
"889","actualAssociationPointer","edu.wustl.catissuecore.domain.ExistingSpecimenOrderItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","893"
"890","derived","derived","893"
"891","actualAssociationPointer","edu.wustl.catissuecore.domain.ExistingSpecimenOrderItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","894"
"892","derived","derived","894"
"893","actualAssociationPointer","edu.wustl.catissuecore.domain.ExistingSpecimenOrderItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","895"
"894","derived","derived","895"
"895","actualAssociationPointer","edu.wustl.catissuecore.domain.ExistingSpecimenOrderItem_null_specimen_edu.wustl.catissuecore.domain.Specimen","896"
"896","derived","derived","896"
"897","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","897"
"898","derived","derived","897"
"899","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","898"
"900","derived","derived","898"
"901","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","899"
"902","derived","derived","899"
"903","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","900"
"904","derived","derived","900"
"905","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","901"
"906","derived","derived","901"
"907","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","903"
"908","derived","derived","903"
"909","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","904"
"910","derived","derived","904"
"911","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","905"
"912","derived","derived","905"
"913","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","906"
"914","derived","derived","906"
"916","derived","derived","920"
"917","derived","derived","924"
"921","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenRequirement_null_quantity_edu.wustl.catissuecore.domain.Quantity","934"
"922","derived","derived","934"
"923","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenRequirement_null_quantity_edu.wustl.catissuecore.domain.Quantity","935"
"924","derived","derived","935"
"925","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenRequirement_null_quantity_edu.wustl.catissuecore.domain.Quantity","936"
"926","derived","derived","936"
"927","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenRequirement_null_quantity_edu.wustl.catissuecore.domain.Quantity","937"
"928","derived","derived","937"
"931","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_specimen_edu.wustl.catissuecore.domain.Specimen","951"
"932","derived","derived","951"
"934","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_initialQuantity_edu.wustl.catissuecore.domain.Quantity","957"
"935","derived","derived","957"
"936","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_initialQuantity_edu.wustl.catissuecore.domain.Quantity","958"
"937","derived","derived","958"
"938","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_initialQuantity_edu.wustl.catissuecore.domain.Quantity","959"
"939","derived","derived","959"
"940","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_initialQuantity_edu.wustl.catissuecore.domain.Quantity","960"
"941","derived","derived","960"
"942","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_specimen_edu.wustl.catissuecore.domain.Specimen","962"
"943","derived","derived","962"
"944","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_specimen_edu.wustl.catissuecore.domain.Specimen","963"
"945","derived","derived","963"
"946","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenArrayContent_null_specimen_edu.wustl.catissuecore.domain.Specimen","964"
"947","derived","derived","964"
"948","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","966"
"949","derived","derived","966"
"950","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","967"
"951","derived","derived","967"
"952","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","968"
"953","derived","derived","968"
"954","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","969"
"955","derived","derived","969"
"957","derived","derived","979"
"958","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","982"
"959","derived","derived","982"
"960","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","983"
"961","derived","derived","983"
"962","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","984"
"963","derived","derived","984"
"964","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","985"
"965","derived","derived","985"
"966","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_requestedQuantity_edu.wustl.catissuecore.domain.Quantity","986"
"967","derived","derived","986"
"968","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_orderItemCollection_orderDetails_edu.wustl.catissuecore.domain.OrderDetails","988"
"969","derived","derived","988"
"970","actualAssociationPointer","edu.wustl.catissuecore.domain.OrderItem_null_distributedItem_edu.wustl.catissuecore.domain.DistributedItem","989"
"971","derived","derived","989"
"972","derived","derived","990"
"973","derived","derived","991"
"974","derived","derived","992"
"975","derived","derived","995"
"976","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","995"
"977","derived","derived","996"
"978","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","996"
"979","derived","derived","997"
"980","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","997"
"981","derived","derived","998"
"982","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","998"
"983","derived","derived","999"
"984","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","999"
"985","derived","derived","1000"
"986","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1000"
"987","derived","derived","1001"
"988","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1001"
"989","derived","derived","1002"
"990","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1002"
"991","derived","derived","1003"
"992","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1003"
"993","derived","derived","1004"
"994","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1004"
"995","derived","derived","1006"
"996","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1006"
"997","derived","derived","1006"
"998","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1006"
"999","derived","derived","1007"
"1000","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1007"
"1001","derived","derived","1008"
"1002","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1008"
"1003","derived","derived","1009"
"1004","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1009"
"1005","derived","derived","1011"
"1006","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1011"
"1007","derived","derived","1012"
"1008","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1012"
"1009","derived","derived","1013"
"1010","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1013"
"1011","derived","derived","1014"
"1012","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1014"
"1013","derived","derived","1015"
"1014","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1015"
"1015","derived","derived","1016"
"1016","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1016"
"1017","derived","derived","1017"
"1018","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1017"
"1019","derived","derived","1018"
"1020","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1018"
"1021","derived","derived","1019"
"1022","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1019"
"1023","derived","derived","1020"
"1024","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1020"
"1025","derived","derived","1020"
"1026","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1020"
"1027","derived","derived","1023"
"1028","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1023"
"1029","derived","derived","1024"
"1030","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1024"
"1031","derived","derived","1025"
"1032","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1025"
"1033","derived","derived","1025"
"1034","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1025"
"1035","derived","derived","1026"
"1036","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1026"
"1037","derived","derived","1027"
"1038","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1027"
"1039","derived","derived","1028"
"1040","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1028"
"1041","derived","derived","1028"
"1042","actualAssociationPointer","edu.wustl.catissuecore.domain.Container_children_parent_edu.wustl.catissuecore.domain.Container","1028"
"1043","derived","derived","1034"
"1044","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","1034"
"1045","derived","derived","1035"
"1046","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1035"
"1047","derived","derived","1036"
"1048","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1036"
"1049","derived","derived","1037"
"1050","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1037"
"1051","derived","derived","1038"
"1052","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1038"
"1053","derived","derived","1039"
"1054","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1039"
"1055","derived","derived","1040"
"1056","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1040"
"1057","derived","derived","1041"
"1058","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1041"
"1059","derived","derived","1042"
"1060","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1042"
"1061","derived","derived","1043"
"1062","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1043"
"1063","derived","derived","1044"
"1064","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1044"
"1065","derived","derived","1045"
"1066","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1045"
"1067","derived","derived","1046"
"1068","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1046"
"1069","derived","derived","1047"
"1070","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1047"
"1071","derived","derived","1047"
"1072","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1047"
"1073","derived","derived","1048"
"1074","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1048"
"1075","derived","derived","1049"
"1076","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1049"
"1077","derived","derived","1050"
"1078","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1050"
"1079","derived","derived","1051"
"1080","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1051"
"1081","derived","derived","1052"
"1082","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1052"
"1083","derived","derived","1053"
"1084","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1053"
"1085","derived","derived","1054"
"1086","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1054"
"1087","derived","derived","1055"
"1088","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1055"
"1089","derived","derived","1056"
"1090","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1056"
"1091","derived","derived","1057"
"1092","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1057"
"1093","derived","derived","1058"
"1094","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1058"
"1095","derived","derived","1059"
"1096","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1059"
"1097","derived","derived","1060"
"1098","actualAssociationPointer","edu.wustl.catissuecore.domain.Biohazard_biohazardCollection_specimenCollection_edu.wustl.catissuecore.domain.Specimen","1060"
"1099","derived","derived","1061"
"1100","actualAssociationPointer","edu.wustl.catissuecore.domain.ExternalIdentifier_externalIdentifierCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1061"
"1101","derived","derived","1062"
"1102","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1062"
"1103","derived","derived","1063"
"1104","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1063"
"1105","derived","derived","1063"
"1106","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1063"
"1107","derived","derived","1064"
"1108","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1064"
"1109","derived","derived","1065"
"1110","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1065"
"1111","derived","derived","1066"
"1112","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1066"
"1113","derived","derived","1067"
"1114","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1067"
"1115","derived","derived","1068"
"1116","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1068"
"1117","derived","derived","1069"
"1118","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1069"
"1119","derived","derived","1070"
"1120","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1070"
"1121","derived","derived","1071"
"1122","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1071"
"1123","derived","derived","1072"
"1124","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1072"
"1125","derived","derived","1073"
"1126","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1073"
"1127","derived","derived","1074"
"1128","actualAssociationPointer","edu.wustl.catissuecore.domain.Specimen_parentSpecimen_childrenSpecimen_edu.wustl.catissuecore.domain.Specimen","1074"
"1129","derived","derived","1075"
"1130","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1075"
"1131","derived","derived","1076"
"1132","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1076"
"1133","derived","derived","1077"
"1134","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1077"
"1135","derived","derived","1078"
"1136","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1078"
"1137","derived","derived","1079"
"1138","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1079"
"1139","derived","derived","1080"
"1140","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1080"
"1141","derived","derived","1081"
"1142","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1081"
"1143","derived","derived","1082"
"1144","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1082"
"1145","derived","derived","1083"
"1146","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1083"
"1147","derived","derived","1084"
"1148","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1084"
"1149","derived","derived","1085"
"1150","actualAssociationPointer","edu.wustl.catissuecore.domain.SpecimenEventParameters_specimenEventCollection_specimen_edu.wustl.catissuecore.domain.Specimen","1085"
"1151","derived","derived","1086"
