"949","2","0","","3","",""
"965","2","0","","3","",""
"975","2","0","2","3","",""
"981","2","0","857","3","",""
"1227","1","0","","3","",""
"1230","1","0","","3","",""
"1236","1","0","","3","",""
"1241","1","0","1230","3","",""
"1244","1","0","","3","",""
"1249","1","0","","3","",""
"1254","1","0","1249","3","",""
"1258","1","0","","3","",""
"1264","1","0","","3","",""
"1271","1","0","1264","3","",""
"1274","1","0","1264","3","",""
"1277","1","0","1254","3","",""
"1279","1","0","1254","3","",""
"1283","1","0","","3","",""
"1290","1","0","","3","",""
"1295","1","0","1249","3","",""
"1297","1","0","1230","3","",""
"1300","1","0","1249","3","",""
"1318","1","0","","3","",""
"1322","1","0","","3","",""
"1325","1","0","","3","",""
"1332","1","0","","3","",""
"1336","1","0","","3","",""
"1339","1","0","","3","",""
"1344","1","0","","3","",""
"1349","1","0","1325","3","",""
"1357","1","0","1325","3","",""
"1359","1","0","1325","3","",""
"1363","1","0","1325","3","",""
"1365","1","0","1325","3","",""
"1369","1","0","","3","",""
"1375","1","0","1325","3","",""
"1377","1","0","1325","3","",""
"1381","1","0","","3","",""
"1386","1","0","1325","3","",""
"1400","1","0","","3","",""
"1404","1","0","","3","",""
"1408","1","0","","3","",""
"1414","1","0","","3","",""
"1421","1","0","","3","",""
"1427","1","0","","3","",""
"1432","1","0","1274","3","",""
"1434","1","0","1271","3","",""
"1437","1","0","","3","",""
"1440","1","1","","3","",""
"1447","1","0","","3","",""
"1451","1","0","","3","",""
"1454","1","0","","3","",""
"1458","1","0","","3","",""
"1461","1","0","1440","3","",""
"1468","1","0","","3","",""
"1473","1","0","","3","",""
"1479","1","0","","3","",""
"1484","1","0","","3","",""
"1489","1","0","","3","",""
"1497","1","0","","3","",""
"1501","1","0","","3","",""
"1505","1","0","","3","",""
"1508","1","0","","3","",""
"1513","1","0","","3","",""
"1516","1","1","1461","3","",""
"1518","1","0","1516","3","",""
"1524","1","0","","3","",""
"1527","1","0","","3","",""
"1533","1","0","","3","",""
"1536","1","1","1461","3","",""
"1539","1","0","1536","3","",""
"1541","1","0","","3","",""
"1545","1","1","1461","3","",""
"1551","1","0","","3","",""
"1556","1","0","","3","",""
"1559","1","0","1516","3","",""
"1562","1","0","","3","",""
"1566","1","0","","3","",""
"1570","1","0","","3","",""
"1574","1","0","","3","",""
"1577","1","0","1440","3","",""
"1584","1","0","","3","",""
"1589","1","0","","3","",""
"1593","1","1","1461","3","",""
"1600","1","0","","3","",""
"1605","1","0","","3","",""
"1608","1","0","","3","",""
"1612","1","0","","3","",""
"1615","1","0","","3","",""
"1620","1","0","","3","",""
"1625","1","0","1545","3","",""
"1631","1","0","1593","3","",""
"1640","1","0","","3","",""
"1644","1","0","","3","",""
"1648","1","0","","3","",""
"1652","1","0","1545","3","",""
"1659","1","0","","3","",""
"1663","1","0","","3","",""
"1667","1","0","","3","",""
"1673","1","0","","3","",""
"1676","1","0","1545","3","",""
"1680","1","0","","3","",""
"1685","1","0","","3","",""
"1690","1","0","","3","",""
"1693","1","0","","3","",""
"1697","1","0","","3","",""
"1701","1","0","","3","",""
"1705","1","0","1461","3","",""
"1709","1","0","","3","",""
"1715","1","0","1593","3","",""
"1723","1","0","","3","",""
"1727","1","0","","3","",""
"1731","1","0","","3","",""
"1735","1","0","1461","3","",""
"1749","1","0","","3","",""
"1754","1","0","1461","3","",""
"1762","1","0","","3","",""
"1765","1","0","","3","",""
"1770","1","0","","3","",""
"1773","1","0","1461","3","",""
"1777","1","0","","3","",""
"1781","1","0","","3","",""
"1784","1","0","","3","",""
"1788","1","0","1593","3","",""
"1794","1","0","1545","3","",""
"1797","1","0","1536","3","",""
"1828","1","0","","3","",""
"1836","1","0","1473","3","",""
"1838","1","0","1473","3","",""
"1841","1","0","1473","3","",""
"1845","1","0","1640","3","",""
"1847","1","0","1640","3","",""
