"1","","0",""
"2","","0",""
"3","","0",""
"15","","0",""
"19","","0",""
"20","","0",""
"23","","0",""
"24","","0",""
"28","","0",""
"29","","0",""
"33","","0",""
"36","","0",""
"37","","0",""
"41","","0",""
"44","","0",""
"48","","0",""
"49","","0",""
"58","","0",""
"66","","0",""
"68","","0",""
"70","","0",""
"72","","0",""
"78","","0",""
"79","","0",""
"80","","0",""
"81","","0",""
"85","","0",""
"88","","0",""
"95","","0",""
"100","","0",""
"104","","0",""
"105","","0",""
"109","","0",""
"119","","0",""
"121","","0",""
"125","","0",""
"126","","0",""
"127","","0",""
"128","","0",""
"129","","0",""
"130","","0",""
"131","","0",""
"132","","0",""
"133","","0",""
"134","","0",""
"137","","0",""
"138","","0",""
"139","","0",""
"151","","0",""
"152","","0",""
"153","","0",""
"154","","0",""
"166","","0",""
"167","","0",""
"168","","0",""
"180","","0",""
"181","","0",""
"182","","0",""
"194","","0",""
"196","","0",""
"200","","0",""
"208","","0",""
"211","","0",""
"214","","0",""
"216","","0",""
"218","","0",""
"219","","0",""
"223","","0",""
"226","","0",""
"229","","0",""
"231","","0",""
"232","","0",""
"233","","0",""
"234","","0",""
"235","","0",""
"237","","0",""
"242","","0",""
"246","","0",""
"249","","0",""
"250","","0",""
"252","","0",""
"255","","0",""
"257","","0",""
"258","","0",""
"261","","0",""
"262","","0",""
"263","","0",""
"265","","0",""
"266","","0",""
"270","","0",""
"271","","0",""
"272","","0",""
"275","","0",""
"276","","0",""
"280","","0",""
"284","","0",""
"289","","0",""
"293","","0",""
"296","","0",""
"301","","0",""
"305","","0",""
"307","","0",""
"309","","0",""
"311","","0",""
"313","","0",""
"314","","0",""
"316","","0",""
"320","","0",""
"322","","0",""
"326","","0",""
"331","","0",""
"334","","0",""
"335","","0",""
"336","","0",""
"338","","0",""
"341","","0",""
"343","","0",""
"345","","0",""
"346","","0",""
"350","","0",""
"353","","0",""
"354","","0",""
"358","","0",""
"363","","0",""
"366","","0",""
"371","","0",""
"372","","0",""
"379","","0",""
"386","","0",""
"389","","0",""
"393","","0",""
"404","","0",""
"406","","0",""
"409","","0",""
"414","","0",""
"415","","0",""
"418","","0",""
"420","","0",""
"422","","0",""
"423","","0",""
"428","","0",""
"432","","0",""
"435","","0",""
"436","","0",""
"437","","0",""
"438","","0",""
"439","","0",""
"442","","0",""
"446","","0",""
"450","","0",""
"451","","0",""
"452","","0",""
"453","","0",""
"454","","0",""
"455","","0",""
"456","","0",""
"457","","0",""
"458","","0",""
"459","","0",""
"460","","0",""
"461","","0",""
"462","","0",""
"464","","0",""
"465","","0",""
"466","","0",""
"468","","0",""
"472","","0",""
"476","","0",""
"478","","0",""
"479","","0",""
"482","","0",""
"486","","0",""
"489","","0",""
"490","","0",""
"491","","0",""
"496","","0",""
"497","","0",""
"498","","0",""
"499","","0",""
"502","","0",""
"508","","0",""
"511","","0",""
"512","","0",""
"514","","0",""
"515","","0",""
"517","","0",""
"519","","0",""
"521","","0",""
"523","","0",""
"525","","0",""
"529","","0",""
"533","","0",""
"540","","0",""
"541","","0",""
"544","","0",""
"545","","0",""
"547","","0",""
"548","","0",""
"549","","0",""
"550","","0",""
"551","","0",""
"552","","0",""
"553","","0",""
"555","","0",""
"556","","0",""
"557","","0",""
"558","","0",""
"559","","0",""
"570","","0",""
"572","","0",""
"592","","0",""
"597","","0",""
"603","","0",""
"608","","0",""
"610","","0",""
"611","","0",""
"631","","0",""
"633","","0",""
"637","","0",""
"639","","0",""
"641","","0",""
"643","","0",""
"645","","0",""
"646","","0",""
"650","","0",""
"655","","0",""
"659","","0",""
"660","","0",""
"667","","0",""
"669","","0",""
"672","","0",""
"674","","0",""
"677","","0",""
"679","","0",""
"680","","0",""
"683","","0",""
"685","","0",""
"689","","0",""
"691","","0",""
"693","","0",""
"694","","0",""
"697","","0",""
"701","","0",""
"705","","0",""
"706","","4",""
"707","","0",""
"709","","0",""
"712","","0",""
"714","","0",""
"717","","0",""
"719","","0",""
"723","","0",""
"727","","0",""
"730","","0",""
"735","","0",""
"738","","0",""
"740","","0",""
"742","","0",""
"743","","4",""
"744","","0",""
"746","","0",""
"749","","0",""
"754","","0",""
"757","","0",""
"760","","0",""
"763","","0",""
"765","","0",""
"771","","0",""
"774","","0",""
"777","","0",""
"780","","0",""
"781","","4",""
"782","","0",""
"783","","0",""
"786","","0",""
"789","","0",""
"791","","0",""
"793","","0",""
"795","","4",""
"796","","0",""
"799","","0",""
"800","","0",""
"805","","0",""
"807","","4",""
"808","","0",""
"810","","0",""
"812","","0",""
"823","","0",""
"824","","0",""
"827","","0",""
"828","","0",""
"830","","0",""
"832","","0",""
"835","","0",""
"836","","4",""
"837","","0",""
"838","","0",""
"840","","0",""
"842","","0",""
"844","","0",""
"845","","0",""
"847","","0",""
"919","","0",""
"924","","4",""
"926","","0",""
"929","","4",""
"931","","0",""
"932","","0",""
"959","","4",""
"963","","0",""
"964","","0",""
"978","","4",""
"979","","4",""
"980","","4",""
"986","","0",""
"987","","0",""
"988","","0",""
"989","","0",""
"1000","","4",""
"1011","","0",""
"1012","","0",""
"1014","","4",""
"1015","","4",""
"1016","","4",""
"1017","","0",""
"1018","","0",""
"1020","","4",""
"1026","","4",""
"1036","","4",""
"1037","","4",""
"1046","","0",""
"1048","","4",""
"1049","","4",""
"1050","","4",""
"1055","","4",""
"1067","","0",""
"1068","","0",""
"1069","","0",""
"1081","","0",""
"1082","","0",""
"1084","","0",""
"1091","","4",""
"1093","","0",""
"1094","","0",""
"1104","","0",""
"1133","","4",""
